MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
007488941679,Software,569966,8,NA
007488945679,Software,569966,6,NA
007488963679,Software,569966,5,NA
007488971679,Software,569966,9,NA
007488979679,Software,569966,1,NA
007488987679,Software,569966,6,NA
007489014679,Software,569966,10,NA
007489022679,Software,569966,8,NA
007489030679,Software,569966,5,NA
007489038679,Software,569966,2,NA
007489052679,Software,569966,7,NA
007489060679,Software,569966,4,NA
007489068679,Software,569966,10,NA
007489076679,Software,569966,7,NA
007491932679,Hardware,569261,6,NA
007496535679,Disposables,569376,9,NA
007498683679,Hardware,569792,4,NA
007498691679,Hardware,569792,9,NA
007498699679,Hardware,569792,6,NA
007498707679,Hardware,569792,9,NA
007498734679,Hardware,569792,9,NA
007498742679,Hardware,569792,8,NA
007498764679,Hardware,569792,3,NA
007498772679,Hardware,569792,1,NA
007498780679,Hardware,569792,2,NA
007498788679,Hardware,569792,9,NA
007498823679,Hardware,569792,7,NA
007498839679,Hardware,569792,6,NA
007500864679,Hardware,569471,3,x
007505730679,Hardware,569971,3,NA
007524415679,Hardware,569471,7,NA
007524433679,Hardware,569471,2,NA
007524463679,Hardware,569471,9,NA
007524479679,Hardware,569471,8,NA
007524568679,Hardware,569471,2,NA
007524585679,Hardware,569471,1,NA
007524611679,Hardware,569471,4,NA
007524619679,Hardware,569471,8,NA
007524627679,Hardware,569471,2,NA
007524649679,Hardware,569471,7,NA
007527148679,Hardware,569212,5,NA
007527156679,Hardware,569212,9,NA
007527339679,Disposables,569802,6,NA
007530911868,Disposables,569722,3,NA
007530919679,Hardware,569261,8,NA
007530927868,Disposables,569722,5,NA
007530927892,Disposables,569722,9,NA
007530949868,Disposables,569722,3,NA
007531767679,Disposables,569983,4,NA
007531794679,Disposables,569983,10,NA
007531802679,Disposables,569983,8,NA
007532676868,Disposables,569601,6,NA
007532685679,Hardware,569971,1,NA
007534214868,Disposables,569722,6,NA
007535167679,Hardware,569471,3,NA
007535342868,Disposables,569601,4,NA
007536550679,Disposables,570226,8,NA
007536741679,Disposables,569802,4,NA
007541684868,Disposables,569601,7,NA
007541700868,Disposables,569601,7,NA
007542010868,Disposables,569601,5,NA
007542018868,Disposables,569601,9,NA
007543229679,Software,570604,8,x
007543259679,Software,570603,9,NA
007543267679,Hardware,569261,10,NA
007544315679,Disposables,569421,6,NA
007547157868,Disposables,569351,7,NA
007551044679,Hardware,569212,6,NA
007551074679,Hardware,569212,10,NA
007553560679,Disposables,569983,1,NA
007559050679,Hardware,569611,6,NA
007559058679,Hardware,569611,4,NA
007559066679,Hardware,569611,1,NA
007559617868,Disposables,569266,2,NA
007560008679,Software,569967,4,NA
007560794679,Hardware,569571,1,NA
007562019868,Disposables,569752,5,NA
007562337838,Disposables,569569,4,NA
007562337868,Disposables,569569,2,NA
007562346868,Disposables,569569,7,NA
007562355679,Hardware,569611,9,NA
007562734679,Disposables,569374,1,NA
007565461679,Software,569967,9,NA
007565477679,Software,569967,8,NA
007566055679,Software,569967,8,NA
007566081679,Software,569967,5,NA
007566089679,Software,569967,8,NA
007566097679,Software,569967,8,NA
007566132679,Software,569967,7,NA
007567798679,Software,569967,1,NA
007568116679,Hardware,569571,1,NA
007570022679,Software,569967,6,NA
007570030679,Software,569967,10,NA
007570243679,Software,569967,6,NA
007570255679,Software,569967,1,NA
007570273679,Software,569967,9,NA
007570297679,Software,569967,1,NA
007570332679,Software,569967,1,NA
007572865679,Software,569663,5,NA
007573136679,Disposables,569983,9,NA
007574278868,Disposables,569601,9,NA
007574549679,Hardware,570122,2,NA
007576921679,Hardware,569261,9,NA
007576951679,Hardware,569261,7,NA
007576967679,Hardware,569261,4,NA
007577035868,Disposables,569562,5,NA
007577065868,Disposables,569562,5,NA
007577107868,Disposables,569562,7,NA
007577142868,Disposables,569562,6,NA
007577642868,Disposables,569601,4,NA
007577761868,Disposables,569601,10,NA
007577893868,Disposables,569601,3,NA
007578703679,Hardware,569662,7,NA
007578711679,Hardware,569662,8,NA
007651487679,Hardware,569471,9,NA
007652706679,Software,569967,2,NA
007652852889,Disposables,569279,4,NA
007652860889,Disposables,569279,1,NA
007652911679,Software,569967,7,NA
007654620679,Disposables,570226,2,NA
007656088679,Hardware,570266,8,NA
007656096679,Hardware,570266,4,NA
007657895679,Disposables,569565,1,NA
007659873679,Hardware,570221,2,NA
007660381679,Disposables,570226,6,NA
007661179679,Disposables,569522,1,NA
007661187679,Disposables,569522,10,NA
007661214679,Disposables,569522,4,NA
007661222679,Disposables,569522,10,NA
007661230679,Disposables,569522,4,NA
007661517679,Software,569967,7,NA
007661547679,Software,569967,2,NA
007662307679,Disposables,569423,10,NA
007669919679,Software,569967,9,NA
007670025679,Software,569967,8,NA
007670318679,Disposables,569374,4,NA
007674024868,Disposables,570061,3,NA
007674032694,Disposables,570061,2,NA
007674032697,Disposables,570061,8,NA
007674032748,Disposables,570061,10,NA
007674032848,Disposables,570061,6,NA
007674062868,Hardware,570122,9,NA
007675206679,Disposables,569421,5,NA
007675372679,Disposables,569421,8,NA
007676516679,Disposables,569421,6,NA
007676555679,Disposables,569421,5,NA
007676573679,Disposables,569421,7,NA
007676581679,Disposables,569421,5,NA
007676589679,Disposables,569421,1,NA
007676662679,Disposables,569421,5,NA
007676678679,Disposables,569421,4,NA
007676695679,Disposables,569421,2,NA
007679072679,Hardware,569792,4,NA
007679169679,Hardware,569611,2,NA
007681083679,Disposables,569375,2,NA
007681091679,Disposables,569375,9,NA
007681099679,Disposables,569375,3,NA
007681107679,Disposables,569375,5,NA
007681134679,Disposables,569375,6,NA
007681142679,Disposables,569375,5,NA
007681164679,Disposables,569375,2,NA
007681172679,Disposables,569375,3,NA
007681180679,Disposables,569375,6,NA
007681188679,Disposables,569375,1,NA
007681196679,Disposables,569375,3,NA
007681205679,Disposables,569375,8,NA
007681223679,Disposables,569375,10,NA
007681231679,Disposables,569375,7,NA
007681239679,Disposables,569375,7,NA
007681253679,Disposables,569375,8,NA
007681261679,Disposables,569375,2,NA
007681269679,Disposables,569375,1,NA
007681277679,Disposables,569375,8,NA
007681304679,Disposables,569375,2,NA
007681312679,Disposables,569375,9,NA
007681320679,Disposables,569375,9,NA
007681328679,Disposables,569375,5,NA
007681336679,Disposables,569375,8,NA
007681354679,Disposables,569375,1,NA
007684592679,Disposables,569421,3,NA
007685258679,Hardware,569571,6,x
007685801868,Disposables,569601,5,NA
007700790679,Disposables,569983,8,NA
007702981679,Hardware,569261,7,NA
007702989679,Hardware,569261,9,NA
007702997679,Hardware,569261,4,NA
007703024679,Hardware,569261,10,NA
007703032679,Hardware,569261,7,NA
007703040679,Hardware,569261,1,NA
007703159679,Hardware,569471,8,NA
007704117679,Hardware,569261,2,NA
007706612679,Hardware,569261,2,NA
007706782679,Disposables,569421,9,NA
007706790679,Disposables,569421,8,NA
007708605679,Disposables,570131,10,NA
007708623679,Disposables,570131,8,NA
007708639679,Disposables,570131,8,NA
007708653679,Disposables,570131,9,NA
007708677679,Disposables,570131,10,NA
007711719679,Disposables,569376,5,NA
007711792679,Disposables,569374,1,NA
007715157679,Disposables,569374,1,NA
007715552868,Disposables,569569,5,NA
007715568868,Disposables,569569,7,NA
007715585679,Disposables,569421,4,NA
007715603868,Disposables,569569,9,NA
007728695868,Disposables,569569,3,NA
007729650679,Hardware,569792,3,NA
007729658679,Hardware,569792,4,NA
007729666679,Hardware,569792,10,NA
007729675679,Hardware,569792,6,NA
007729693679,Hardware,569792,7,NA
007729701679,Hardware,569792,1,NA
007729709679,Hardware,569792,5,NA
007729717679,Hardware,569792,10,NA
007729744679,Hardware,569792,8,NA
007731359679,Disposables,569433,9,NA
007731367679,Disposables,569433,3,NA
007732297838,Hardware,570051,4,NA
007734008868,Disposables,569999,1,NA
007736049679,Hardware,569611,7,NA
007736057679,Hardware,569611,10,NA
007737402679,Hardware,569671,9,NA
007737987868,Disposables,569401,6,NA
007753454679,Hardware,570121,4,NA
007753470679,Hardware,570121,3,NA
007760588679,Disposables,569421,10,NA
007760596679,Disposables,569421,9,NA
007760623679,Hardware,569261,3,NA
007761619679,Others,570372,6,NA
007764356868,Disposables,569564,8,NA
007765143681,Disposables,570061,5,NA
007765143694,Disposables,570061,10,NA
007770861679,Software,569967,9,NA
007770877679,Software,569967,5,NA
007771663679,Hardware,569571,8,NA
007771663696,Hardware,569571,6,NA
007771663714,Hardware,569571,9,NA
007771663724,Hardware,569571,2,NA
007771663728,Hardware,569571,4,NA
007771663758,Hardware,569571,1,NA
007785314679,Hardware,569471,1,NA
007785330679,Hardware,569471,6,NA
007788011679,Hardware,570396,8,NA
007788019679,Hardware,570396,8,NA
007789491679,Software,569966,4,NA
007789534679,Hardware,569261,6,NA
007789605679,Disposables,569421,1,NA
007790684679,Hardware,569261,7,NA
007790700679,Hardware,569261,7,NA
007791091679,Hardware,569792,4,NA
007791107679,Hardware,569792,5,NA
007791134679,Hardware,569792,2,NA
007792555679,Disposables,569421,6,NA
007793201679,Hardware,570221,3,NA
007796743679,Disposables,570226,3,NA
007797526679,Hardware,569571,7,NA
007800171838,Disposables,570061,2,NA
007800222679,Hardware,569792,8,NA
007801283679,Hardware,569611,6,NA
007801291679,Hardware,569611,2,NA
007801299679,Hardware,569611,9,NA
007801334679,Hardware,569611,2,NA
007801342679,Hardware,569611,10,NA
007801446679,Hardware,569471,4,NA
007801524679,Hardware,569471,9,NA
007802374679,Disposables,570226,8,NA
007802441679,Disposables,570226,7,NA
007802479679,Disposables,570226,9,NA
007802522679,Disposables,570226,9,NA
007803180868,Disposables,569401,5,NA
007804045679,Hardware,569792,8,NA
007804881679,Hardware,569471,3,x
007805305868,Disposables,569565,3,NA
007806412679,Hardware,570266,9,NA
007807283679,Software,569966,10,NA
007808453868,Disposables,570331,7,NA
007808461868,Disposables,570331,8,NA
007808469868,Disposables,570331,8,NA
007808477868,Disposables,570331,3,NA
007808706679,Disposables,570226,2,NA
007818394679,Disposables,569346,4,NA
007818402679,Disposables,569346,7,NA
007818410679,Disposables,569341,4,NA
007818766679,Hardware,569792,8,NA
007822968679,Hardware,569792,9,NA
007831550679,Disposables,569421,10,NA
007831558679,Disposables,569421,10,NA
007831575679,Disposables,569421,2,NA
007832318679,Disposables,569222,3,NA
007832326679,Disposables,569222,9,NA
007832335679,Disposables,569222,1,NA
007832901679,Disposables,569421,4,NA
007832909679,Disposables,569421,9,NA
007833350868,Disposables,570131,9,NA
007833358679,Hardware,569471,9,NA
007834734679,Hardware,570396,6,NA
007834742679,Hardware,570396,4,NA
007835311679,Software,569967,5,NA
007835319679,Software,569967,5,NA
007835671868,Disposables,569351,9,NA
007835687868,Disposables,569351,9,NA
007840503679,Software,569967,10,NA
007840511679,Software,569967,3,NA
007859896679,Disposables,570226,10,NA
007862039679,Software,569967,5,NA
007862104679,Disposables,569374,2,NA
007864436868,Disposables,569331,9,NA
007864458868,Disposables,569331,6,NA
007864582679,Disposables,569374,4,NA
007864590679,Disposables,569374,8,NA
007864598679,Disposables,569374,1,NA
007864606679,Disposables,569374,3,NA
007864615679,Disposables,569374,10,NA
007868315868,Disposables,569999,1,NA
007868333868,Disposables,569999,3,NA
007868887679,Disposables,569421,2,NA
007869019679,Disposables,569421,3,NA
007869092679,Disposables,569421,4,NA
007869557679,Disposables,569421,9,NA
007869584679,Disposables,569421,9,NA
007869592679,Disposables,569421,7,NA
007869608679,Disposables,569421,5,NA
007869740679,Disposables,569421,7,NA
007869762679,Disposables,569421,6,NA
007869778679,Disposables,569421,3,NA
007869829679,Disposables,569421,5,NA
007869851679,Disposables,569421,2,NA
007869867679,Disposables,569421,9,NA
007870220679,Hardware,569792,6,NA
007874553679,Hardware,569571,2,NA
007874612868,Hardware,570321,7,NA
007874938679,Hardware,569671,4,NA
007878378868,Disposables,569722,2,NA
007878769868,Disposables,569722,2,NA
007878820679,Software,569967,4,x
007889182679,Disposables,569421,10,NA
007889322679,Disposables,569421,8,NA
007889330679,Disposables,569421,4,NA
007890170679,Hardware,569671,1,NA
007890237868,Disposables,569601,3,NA
007891744679,Disposables,569421,2,NA
007891774679,Disposables,569421,8,NA
007891790679,Disposables,569421,10,NA
007891833679,Disposables,569421,3,NA
007891845679,Software,569966,1,NA
007896751679,Hardware,569662,2,NA
007896759679,Hardware,569662,2,NA
007897136679,Hardware,569671,2,NA
007904557679,Hardware,569261,8,NA
007904584679,Hardware,569261,5,NA
007904592679,Hardware,569261,6,NA
007905042679,Software,569967,1,NA
007905661679,Hardware,569671,4,NA
007905704679,Hardware,569471,4,NA
007906854868,Disposables,569601,10,NA
007913672679,Disposables,569433,4,NA
007913688679,Disposables,569433,3,NA
007913696679,Disposables,569433,10,NA
007913705679,Disposables,569433,10,NA
007913723679,Disposables,569433,10,NA
007913739679,Disposables,569433,3,NA
007913761679,Disposables,569433,3,NA
007913777679,Disposables,569433,3,NA
007913812679,Disposables,569433,4,NA
007913875679,Disposables,569433,8,NA
007914563868,Disposables,570131,4,NA
007914614679,Disposables,570226,9,NA
007914638679,Disposables,570226,9,NA
007914660679,Disposables,570226,1,NA
007914668679,Disposables,570226,9,NA
007914719679,Disposables,570226,2,NA
007914784679,Disposables,570226,3,NA
007914800679,Disposables,570226,6,NA
007914825679,Disposables,570226,1,NA
007914843679,Disposables,570226,4,NA
007916785679,Disposables,569567,1,NA
007916827838,Disposables,569565,9,x
007916827868,Disposables,569565,9,x
007916849868,Disposables,569565,5,x
007920333679,Disposables,569421,8,NA
007920744679,Hardware,569611,9,NA
007920747679,Hardware,569611,9,NA
007920774679,Hardware,569611,2,NA
007920782679,Hardware,569611,7,NA
007920790679,Hardware,569611,1,NA
007920798679,Hardware,569611,10,NA
007920806679,Hardware,569611,6,NA
007920815679,Hardware,569611,10,NA
007920833679,Hardware,569611,10,NA
007921125679,Hardware,569611,3,NA
007921143679,Hardware,569611,9,NA
007921146679,Hardware,569611,9,NA
007921155679,Hardware,569611,10,NA
007921173679,Hardware,569611,1,NA
007921232679,Hardware,569611,1,NA
007921240679,Hardware,569611,8,NA
007921254679,Hardware,569611,6,NA
007921295679,Hardware,569611,1,NA
007921313679,Hardware,569611,2,NA
007921321679,Hardware,569611,1,NA
007921430679,Hardware,569471,7,x
007921485679,Disposables,569311,9,NA
007927027679,Software,569663,6,NA
007928704679,Software,569663,8,NA
007930354679,Hardware,569671,4,NA
007933173679,Hardware,570221,2,NA
007933181679,Hardware,570221,7,NA
007933197679,Hardware,570221,1,NA
007933468679,Hardware,570221,9,NA
007933476679,Hardware,570221,5,NA
007933485679,Hardware,570221,3,NA
007933503679,Hardware,570221,1,NA
007933511679,Hardware,570221,6,NA
007933527679,Hardware,570221,1,NA
007933549679,Hardware,570221,9,NA
007933557679,Hardware,570221,3,NA
007942354679,Hardware,569471,4,NA
007943995679,Hardware,569792,10,NA
007946446868,Hardware,569671,8,NA
007946473679,Hardware,569671,9,NA
007947741679,Hardware,569261,4,NA
007947868679,Hardware,569261,10,NA
007948154679,Hardware,569212,8,NA
007950697868,Disposables,569416,4,NA
007951034868,Disposables,569356,2,NA
007952400679,Hardware,569471,2,NA
007955569868,Disposables,569401,10,NA
007957971679,Others,570372,1,NA
007959535868,Disposables,569566,6,x
007959548868,Disposables,569566,8,NA
007959556868,Disposables,569566,3,NA
007959591868,Disposables,569566,4,x
007960366868,Disposables,569281,2,NA
007960375868,Disposables,569281,6,NA
007960393868,Disposables,569281,4,NA
007960401868,Disposables,569281,2,NA
007960409868,Disposables,569281,5,NA
007960638679,Disposables,570226,9,NA
007964929679,Software,569967,2,NA
007964951679,Software,569967,6,NA
007964959679,Software,569967,5,NA
007964967679,Software,569967,6,NA
007964994679,Software,569967,10,NA
007965002679,Software,569967,8,NA
007965010679,Software,569967,1,NA
007965048679,Software,569967,2,NA
007965429868,Disposables,569999,5,NA
007966249679,Hardware,569261,10,NA
007969342679,Hardware,569261,7,NA
007970830868,Disposables,570331,7,NA
007972545679,Disposables,569374,7,NA
007974811868,Disposables,569401,2,NA
007978104679,Software,569967,4,NA
007979181868,Disposables,569563,6,NA
007979224868,Disposables,569563,4,NA
007979232868,Disposables,569563,9,NA
007981085868,Disposables,569722,3,NA
007981111868,Disposables,569722,6,NA
