MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
006911198868,Disposables,569562,5,NA
006912917868,Disposables,569999,7,NA
006912944868,Disposables,569999,7,NA
006917058679,Disposables,569983,6,NA
006919604679,Hardware,569792,6,NA
006921072679,Disposables,569374,6,NA
006922208679,Hardware,570363,1,NA
006922324679,Software,569967,1,NA
006925693868,Disposables,569565,4,NA
006925709868,Disposables,569565,3,NA
006926452838,Disposables,569565,4,NA
006926452868,Disposables,569565,8,NA
006926460838,Disposables,569565,7,NA
006926460868,Disposables,569565,5,NA
006926549679,Disposables,570226,2,NA
006926681679,Hardware,569662,8,NA
006926689868,Disposables,569351,7,NA
006926697679,Hardware,569662,5,NA
006926724679,Hardware,569662,4,NA
006926762679,Hardware,570551,6,NA
006926829679,Software,569967,9,NA
006926837679,Disposables,570226,8,NA
006926859679,Software,569967,4,NA
006949430679,Disposables,569375,3,NA
006949438679,Disposables,569375,1,NA
006953848679,Hardware,569261,3,NA
006955894679,Software,569967,7,x
006957959679,Disposables,569301,7,NA
006958018679,Software,569663,7,NA
006975647679,Disposables,569983,3,NA
006979499679,Hardware,569212,1,NA
006980797679,Software,569663,9,NA
006980824679,Software,569663,3,NA
006981056679,Disposables,569422,10,NA
006981354679,Hardware,570051,4,NA
006981535679,Software,569967,9,NA
006981858868,Disposables,569999,8,NA
006981866868,Disposables,569999,6,NA
006981875868,Disposables,569999,7,NA
006981893868,Disposables,569999,4,NA
006981901868,Disposables,569999,2,NA
006981909868,Disposables,569311,10,NA
006981917868,Disposables,569999,10,NA
006981944868,Disposables,569341,8,NA
006981947868,Disposables,569301,6,NA
006983077679,Software,569663,4,NA
006984155679,Software,569966,5,x
006986552679,Hardware,569971,10,NA
006986619868,Disposables,569346,9,NA
006986684868,Disposables,569346,6,NA
006986716679,Hardware,569611,2,NA
006988986679,Disposables,569742,7,NA
006988995679,Disposables,569742,3,NA
006989156839,Disposables,569562,6,NA
006989156868,Disposables,569562,9,NA
006989183839,Disposables,569562,1,NA
006989183868,Disposables,569562,3,NA
006989191839,Disposables,569562,9,NA
006989191868,Disposables,569562,10,NA
006990090679,Hardware,569611,6,NA
006992206868,Disposables,569331,9,NA
006992241868,Disposables,569331,6,NA
006992279868,Disposables,569331,6,NA
006992314868,Disposables,569331,4,NA
006992322868,Disposables,569331,8,NA
006992330868,Disposables,569999,3,NA
006992338868,Disposables,569999,10,NA
006992347868,Disposables,569999,8,NA
006998405679,Hardware,569611,10,NA
006999848868,Disposables,569266,4,NA
006999856868,Disposables,569266,3,NA
006999883868,Disposables,569266,1,NA
006999891868,Disposables,569266,5,NA
007000053868,Disposables,569401,10,NA
007000061868,Disposables,569401,10,NA
007000069868,Disposables,569401,1,NA
007000077868,Disposables,569301,5,NA
007000112868,Disposables,569999,2,NA
007000798679,Software,569967,10,NA
007001143868,Disposables,569301,1,NA
007001181868,Disposables,569341,7,NA
007001232868,Disposables,569999,9,NA
007001262868,Disposables,569401,2,NA
007001329679,Hardware,569261,1,NA
007001379868,Disposables,569401,2,NA
007001414868,Disposables,569401,6,NA
007001519868,Disposables,569401,1,NA
007001655696,Hardware,569212,1,x
007001965696,Hardware,569212,6,x
007003149868,Disposables,569401,3,NA
007003324868,Disposables,569311,8,NA
007003340868,Disposables,569341,1,NA
007003374868,Disposables,569999,4,NA
007003382868,Disposables,569999,1,NA
007003390868,Disposables,569401,7,NA
007003406868,Disposables,569401,4,NA
007003415868,Disposables,569401,7,NA
007003433868,Disposables,569401,6,NA
007003445868,Disposables,569401,1,NA
007003463868,Disposables,569401,6,NA
007003471868,Disposables,569401,5,NA
007003530868,Disposables,569401,8,NA
007004565868,Disposables,569266,8,NA
007004583868,Disposables,569266,8,NA
007005375868,Disposables,569331,8,NA
007005401868,Disposables,569331,10,NA
007008062868,Disposables,569722,7,NA
007008113868,Disposables,569722,5,NA
007008113892,Disposables,569722,8,NA
007008151868,Disposables,569722,3,NA
007009593868,Disposables,569356,6,NA
007009647868,Disposables,570131,7,NA
007009860868,Disposables,569742,10,NA
007010178679,Disposables,569375,6,NA
007010186679,Disposables,569374,10,NA
007011774679,Disposables,569566,7,NA
007013916679,Disposables,569376,10,NA
007020127679,Disposables,569983,4,NA
007020157679,Disposables,569983,10,NA
007020281679,Disposables,569983,1,NA
007020289679,Disposables,569983,5,NA
007023209679,Disposables,569341,2,NA
007026627679,Disposables,569802,2,NA
007028545679,Software,569966,7,NA
007029029868,Disposables,569562,7,NA
007029051868,Disposables,569564,5,NA
007029059868,Disposables,569566,10,x
007029102868,Disposables,569565,1,NA
007029118868,Disposables,569565,3,NA
007029135838,Disposables,569565,2,NA
007029135868,Disposables,569565,8,NA
007029156838,Disposables,569565,7,NA
007029156868,Disposables,569565,9,NA
007029183868,Disposables,569565,2,NA
007029199868,Disposables,569565,4,x
007029234868,Disposables,569565,5,NA
007029264868,Disposables,569563,5,NA
007029280868,Disposables,569563,8,NA
007029296868,Disposables,569563,2,x
007029305868,Disposables,569570,7,NA
007029331868,Disposables,569564,4,NA
007029346868,Disposables,569564,9,NA
007029373868,Disposables,569564,10,NA
007029389868,Disposables,569563,3,NA
007029424868,Disposables,569564,2,NA
007029432868,Disposables,569567,4,NA
007029440868,Disposables,569565,6,NA
007029462868,Disposables,569565,10,NA
007029478868,Disposables,569565,1,NA
007029495868,Disposables,569562,4,NA
007029513868,Disposables,569562,2,NA
007029537868,Disposables,569566,6,NA
007029551868,Disposables,569567,8,NA
007029559868,Disposables,569567,6,NA
007029594868,Disposables,569566,6,NA
007029602868,Disposables,569562,9,NA
007029618868,Disposables,569569,8,NA
007029635868,Disposables,569569,6,NA
007029648868,Disposables,569566,8,x
007029665868,Disposables,569564,6,x
007029691868,Disposables,569566,1,NA
007029707868,Disposables,569563,9,NA
007029742868,Disposables,569563,3,NA
007029772868,Disposables,569565,2,NA
007029788868,Disposables,569565,8,x
007029823868,Disposables,569564,5,NA
007029831868,Disposables,569562,1,NA
007029839868,Disposables,569565,1,NA
007029853868,Disposables,569565,1,NA
007029861868,Disposables,569562,8,NA
007029877868,Disposables,569568,8,x
007029904868,Disposables,569562,7,NA
007029920868,Disposables,569566,1,NA
007029928868,Disposables,569567,5,NA
007029936868,Disposables,569570,3,NA
007029966868,Disposables,569566,4,x
007029993868,Disposables,569566,4,NA
007030009868,Disposables,569567,6,x
007030044868,Disposables,569566,1,NA
007030047868,Disposables,569564,10,x
007030082868,Disposables,569566,8,NA
007030090868,Disposables,569570,9,NA
007030115868,Disposables,569565,3,NA
007030141868,Disposables,569565,4,NA
007030145868,Disposables,569568,3,x
007030163868,Disposables,569566,10,NA
007030179868,Disposables,569562,7,NA
007030214868,Disposables,569563,10,x
007030230868,Disposables,569563,4,x
007030260868,Disposables,569566,6,NA
007030276868,Disposables,569563,8,x
007030285868,Disposables,569570,1,NA
007030311868,Disposables,569564,1,x
007030319868,Disposables,569565,6,NA
007030353868,Disposables,569565,3,NA
007030369868,Disposables,569565,7,NA
007030404868,Disposables,569567,9,NA
007030420868,Disposables,569567,1,x
007030436868,Disposables,569563,1,x
007030450868,Disposables,569563,7,NA
007030466868,Disposables,569569,8,NA
007030493868,Disposables,569570,6,NA
007030509868,Disposables,569565,10,NA
007030517868,Disposables,569567,10,x
007030547868,Disposables,569565,1,NA
007030598868,Disposables,569564,3,NA
007032552868,Disposables,569564,4,NA
007032913679,Hardware,570221,9,NA
007033974679,Hardware,570221,5,NA
007034482679,Hardware,570363,4,NA
007034587679,Hardware,569471,7,NA
007035110728,Hardware,570266,7,NA
007036238679,Disposables,569356,5,NA
007040480679,Hardware,569261,5,NA
007043872679,Software,569967,5,NA
007043880679,Software,569967,7,NA
007044263868,Disposables,569722,7,NA
007045794679,Disposables,569374,6,NA
007047616679,Hardware,570427,3,NA
007047625679,Hardware,570427,2,NA
007047643679,Hardware,570427,4,NA
007047646679,Hardware,570427,9,NA
007047689679,Hardware,570427,4,NA
007049246679,Hardware,569971,8,NA
007050018679,Disposables,569374,8,NA
007050026679,Disposables,569374,10,NA
007050035679,Disposables,569374,5,NA
007050048679,Disposables,569374,1,NA
007050065679,Disposables,569374,2,NA
007050083679,Disposables,569374,10,NA
007050091679,Disposables,569374,4,NA
007050107679,Disposables,569374,7,NA
007053108679,Software,569966,5,NA
007053116679,Software,569966,2,NA
007053125679,Software,569966,7,NA
007053313679,Disposables,569722,8,NA
007055030679,Software,569966,1,NA
007055103679,Software,569966,9,NA
007055297868,Disposables,569732,9,NA
007055324868,Disposables,569732,2,NA
007055332868,Disposables,569732,8,NA
007055340868,Disposables,569732,8,NA
007055347868,Disposables,569732,10,NA
007055390679,Software,569967,2,NA
007055994679,Disposables,569983,8,NA
007056328679,Disposables,569983,5,NA
007058021868,Disposables,569732,8,NA
007060024679,Hardware,569212,4,NA
007064389679,Software,570603,3,NA
007068492679,Software,569967,7,x
007071580679,Hardware,569471,1,NA
007074376679,Hardware,570363,4,NA
007081861868,Disposables,569999,10,NA
007082485679,Hardware,569662,8,NA
007082616679,Hardware,569571,5,NA
007083623679,Software,569966,10,NA
007083631679,Software,569966,8,NA
007083639679,Software,569966,2,NA
007083669679,Software,569966,2,NA
007083704679,Software,569966,3,NA
007083712679,Software,569966,4,NA
007083720679,Software,569966,2,NA
007083728679,Software,569966,2,NA
007083736679,Software,569966,6,NA
007083750679,Software,569966,9,NA
007083758679,Software,569966,6,NA
007083906679,Software,569966,9,NA
007083915679,Software,569966,9,NA
007083933679,Software,569966,2,NA
007083979679,Software,569966,1,NA
007084030679,Software,569966,2,NA
007084038679,Software,569966,4,NA
007084052679,Software,569966,9,NA
007084060679,Software,569966,3,NA
007084076679,Software,569966,8,NA
007084085679,Software,569966,6,NA
007084111679,Software,569966,9,NA
007084119679,Software,569966,1,NA
007084127679,Software,569966,10,NA
007084157679,Software,569966,6,NA
007084184679,Software,569966,8,NA
007084192679,Software,569966,3,NA
007084200679,Software,569966,7,NA
007084208679,Software,569966,10,NA
007084216679,Software,569966,4,NA
007084225679,Software,569966,1,NA
007084246679,Software,569966,5,NA
007084255679,Software,569966,9,NA
007084552679,Software,569966,8,NA
007084560679,Software,569966,2,NA
007084568679,Software,569966,7,NA
007084576679,Software,569966,7,NA
007084585679,Software,569966,5,NA
007084603679,Software,569966,1,NA
007084611679,Software,569966,9,NA
007084619679,Software,569966,8,NA
007084627679,Software,569966,10,NA
007084649679,Software,569966,8,NA
007084657679,Software,569966,3,NA
007084684679,Software,569966,7,NA
007084692679,Software,569966,6,NA
007084700679,Software,569966,5,NA
007084708679,Software,569966,5,NA
007084781679,Software,569966,4,NA
007084797679,Software,569966,1,NA
007084824679,Software,569966,5,NA
007084832679,Software,569966,10,NA
007084840679,Software,569966,4,NA
007084854679,Software,569966,7,NA
007084870679,Software,569966,9,NA
007084878679,Software,569966,7,NA
007084886679,Software,569966,1,NA
007084895679,Software,569966,4,NA
007084921679,Software,569966,3,NA
007084929679,Software,569966,1,NA
007084937679,Software,569966,6,NA
007084951679,Software,569966,10,NA
007084959679,Software,569966,10,NA
007084967679,Software,569966,2,NA
007084994679,Software,569966,1,NA
007085002679,Software,569966,10,NA
007085010679,Software,569966,9,NA
007085018679,Software,569966,4,NA
007085026679,Software,569966,6,NA
007085035679,Software,569966,2,NA
007085048679,Software,569966,4,NA
007085056679,Software,569966,10,NA
007085065679,Software,569966,2,NA
007085083679,Software,569966,6,NA
007085091679,Software,569966,3,NA
007085099679,Software,569966,7,NA
007085107679,Software,569966,9,NA
007085134679,Software,569966,3,NA
007085142679,Software,569966,1,NA
007085277679,Software,569966,6,NA
007085518679,Disposables,570226,5,NA
007086614679,Software,569966,4,NA
007086622679,Software,569966,8,NA
007086630679,Software,569967,3,NA
007086652679,Software,569966,9,NA
007089086679,Hardware,569971,2,NA
007091089679,Hardware,570363,9,NA
007091826679,Software,569966,8,NA
007091988868,Disposables,570131,5,NA
007092622679,Disposables,569722,8,NA
007093567679,Software,569967,3,NA
007093594679,Software,569967,10,NA
007094001868,Disposables,569565,10,NA
007094884868,Disposables,569566,2,NA
007094892868,Disposables,569566,2,NA
007094900868,Disposables,569566,9,NA
007094908868,Disposables,569565,9,NA
007094916868,Disposables,569565,8,NA
007096271679,Software,569966,6,NA
007096314679,Software,569966,10,NA
007096322679,Software,569966,9,NA
007096338679,Software,569966,6,NA
007096364679,Software,569966,5,NA
007096372679,Software,569966,8,NA
007096388679,Software,569966,4,NA
007096405679,Software,569966,7,NA
007096423679,Software,569966,4,NA
007096439679,Software,569966,5,NA
007096528679,Software,569966,3,NA
007096536679,Software,569966,2,NA
007096706679,Hardware,569261,3,NA
007096733679,Hardware,569261,10,NA
007097508679,Disposables,569802,5,NA
007097670679,Disposables,569983,2,NA
007097686679,Disposables,569983,7,NA
007099345679,Software,569967,5,NA
007101374679,Disposables,569374,7,NA
007101382679,Disposables,569983,1,NA
007101937679,Disposables,570226,4,NA
007101951679,Disposables,570226,4,NA
007101967679,Disposables,570226,5,NA
007102504679,Hardware,570363,8,NA
007103713868,Disposables,569401,5,NA
007104274679,Hardware,570221,2,NA
007104315679,Hardware,570221,5,NA
007104333679,Hardware,570221,10,NA
007104341679,Hardware,570221,10,NA
007104391679,Hardware,570221,1,NA
007104399679,Hardware,570221,5,NA
007104407679,Hardware,570221,6,NA
007104442679,Hardware,570221,4,NA
007104472679,Disposables,570226,2,NA
007104914868,Disposables,569281,9,NA
007104922868,Disposables,569281,1,NA
007105697868,Disposables,569601,5,NA
007105762868,Disposables,569601,2,NA
007105770868,Disposables,569601,8,NA
007105778868,Disposables,569601,6,NA
007105786868,Disposables,569601,5,NA
007105821868,Disposables,569601,8,NA
007105829868,Disposables,569601,9,NA
007105837868,Disposables,569601,1,NA
007107445868,Disposables,569601,3,NA
007107684868,Disposables,569601,6,NA
007109257868,Disposables,569601,10,NA
007110094679,Disposables,569374,3,NA
007110102679,Disposables,569374,5,NA
007110118679,Disposables,569374,5,NA
007110478868,Disposables,569565,7,NA
007111047679,Hardware,569611,10,NA
007112402679,Disposables,569421,3,NA
007112410679,Hardware,569261,1,NA
007112418679,Hardware,569261,6,NA
007113060868,Disposables,569401,1,NA
007117466679,Software,569966,4,NA
007117722679,Hardware,569662,9,NA
007117752679,Hardware,569662,4,NA
007121333679,Software,569966,2,NA
007125822679,Hardware,570363,2,NA
007126213679,Software,569966,6,NA
007126221679,Software,569966,3,NA
007126237679,Software,569966,8,NA
007126259679,Software,569966,7,NA
007126302679,Software,569966,6,NA
007128278868,Disposables,569567,10,x
007128286868,Disposables,569567,7,NA
007129080679,Disposables,569566,2,NA
007129317868,Disposables,569564,8,NA
007129344868,Disposables,569564,3,NA
007129359679,Hardware,570221,1,NA
007129507679,Hardware,569212,3,NA
007129534679,Hardware,569212,6,NA
007129564679,Hardware,569212,7,NA
007130374868,Disposables,569601,6,NA
007131239679,Disposables,570226,10,NA
007131370868,Disposables,569266,5,NA
007137990679,Software,569967,10,NA
007139296679,Hardware,569471,2,x
007140171868,Disposables,569601,6,NA
007140268679,Disposables,570392,1,NA
007140319679,Disposables,570392,2,NA
007140353679,Disposables,570392,6,NA
007140517868,Disposables,569601,4,NA
007140849868,Disposables,569601,6,NA
007142117679,Disposables,569421,3,NA
007142568868,Disposables,569341,9,NA
007142585868,Disposables,569341,7,NA
007144249868,Disposables,569601,10,NA
007144401868,Disposables,569601,1,NA
007146082868,Disposables,569565,5,x
007146090868,Disposables,569565,9,NA
007151476868,Disposables,569601,6,NA
007155759868,Disposables,569601,5,NA
007155818868,Disposables,569601,8,NA
007155934868,Disposables,569601,6,NA
007156023868,Disposables,569601,1,NA
007156061868,Disposables,569601,5,NA
007157329868,Disposables,569601,4,NA
007157387868,Disposables,569601,6,NA
007163646679,Hardware,570221,4,NA
007164712679,Hardware,570221,5,NA
007165514679,Software,569967,8,NA
007173995679,Software,569663,10,NA
007174051679,Software,569663,7,NA
007174059679,Software,569663,9,NA
007175377868,Disposables,569565,3,NA
007175633679,Hardware,569471,8,NA
007180918679,Hardware,569471,8,NA
007183093679,Disposables,570366,6,NA
007193139868,Disposables,569722,2,NA
007193153868,Disposables,569722,6,NA
007193250679,Disposables,569278,8,NA
007193275679,Disposables,569278,3,NA
007193293679,Disposables,569278,8,NA
007193344679,Disposables,569278,4,NA
007193402679,Disposables,569278,6,NA
007193426679,Software,569967,7,NA
007193712679,Disposables,569401,3,NA
007193720679,Disposables,569401,1,NA
007193933679,Hardware,570427,3,NA
007193945679,Hardware,570427,3,NA
007193963679,Hardware,570427,1,NA
007194297679,Hardware,570427,8,NA
007194332679,Hardware,570567,6,NA
007194347679,Hardware,570427,2,NA
007194374679,Hardware,570427,9,NA
007206512679,Disposables,569301,10,NA
007207081868,Disposables,569601,6,NA
007210507679,Disposables,569376,1,NA
007213186852,Hardware,570051,5,NA
007213186868,Hardware,570051,3,NA
007213294679,Hardware,569571,10,NA
007215116838,Disposables,569569,10,NA
007215116868,Disposables,569569,10,NA
007215125868,Disposables,569569,4,NA
007216153679,Software,569663,5,NA
007216817868,Disposables,569661,4,NA
007216945868,Disposables,569661,10,NA
007216971868,Disposables,569661,5,NA
007217406679,Disposables,569356,7,NA
007217415679,Disposables,569356,10,NA
007217433679,Disposables,569356,4,NA
007217441679,Disposables,569356,2,NA
007226788679,Software,569663,2,NA
007226993868,Disposables,569752,5,NA
007227001868,Disposables,569722,5,NA
007231887868,Disposables,569565,2,x
007231914868,Disposables,569566,5,x
007231938868,Disposables,569722,9,NA
007238795868,Disposables,569722,9,NA
007240289868,Hardware,570051,6,NA
007241672679,Disposables,569374,2,NA
007242546868,Disposables,569401,3,NA
007243744868,Disposables,569401,3,NA
007243747868,Disposables,569401,1,NA
007243774868,Disposables,569401,7,NA
007243782868,Disposables,569401,9,NA
007243790868,Disposables,569401,3,NA
007243798868,Disposables,569401,8,NA
007248889679,Disposables,569281,4,NA
007250082868,Disposables,569423,7,NA
007250776679,Disposables,570226,5,NA
007250900868,Disposables,569423,6,NA
007250908868,Disposables,569423,8,NA
007252271868,Disposables,570241,1,NA
007253370868,Disposables,569566,5,NA
007253413868,Disposables,569570,9,x
007253421868,Disposables,569565,10,x
007253591868,Disposables,569562,1,NA
007253599868,Disposables,569562,1,NA
007253723868,Disposables,569565,7,NA
007254015868,Disposables,569562,9,NA
007257078868,Disposables,569601,9,NA
007257226679,Software,569967,2,NA
007258271868,Disposables,569601,8,NA
007258644679,Disposables,569983,4,NA
007258647679,Disposables,569983,10,NA
007259883679,Disposables,569802,7,NA
007260407868,Disposables,569742,3,NA
007260480868,Disposables,569742,5,NA
007260841868,Disposables,569566,1,NA
007261557679,Disposables,569983,1,NA
007261867679,Disposables,569566,10,NA
007262228679,Disposables,569983,3,NA
007262633868,Disposables,570241,4,NA
007262641868,Disposables,570241,10,NA
007264036868,Hardware,569671,7,NA
007268359679,Hardware,570427,7,NA
007270974679,Hardware,569261,5,NA
007271579679,Hardware,569471,7,NA
007272434679,Disposables,569356,3,NA
007272442679,Disposables,569356,4,NA
007278346679,Software,569967,1,NA
007279598679,Disposables,570392,3,NA
007279606679,Disposables,570392,5,NA
007282526679,Disposables,569661,2,NA
007289496868,Disposables,569661,6,NA
007290584679,Disposables,569421,9,NA
007292864679,Hardware,570221,8,NA
007295166679,Disposables,569374,6,NA
007295175679,Disposables,569374,6,NA
007295193679,Disposables,569374,4,NA
007295209679,Disposables,569374,9,NA
007296476868,Disposables,569562,5,NA
007297064868,Disposables,569661,1,NA
007297080868,Disposables,569661,4,NA
007297088868,Disposables,569661,6,NA
007297123868,Disposables,569661,5,NA
007297161868,Disposables,569661,7,NA
007297847679,Software,569967,9,NA
007301346868,Disposables,569562,4,NA
007301355868,Disposables,569562,9,NA
007302047679,Disposables,570123,3,NA
007302311868,Disposables,569564,6,NA
007302327868,Disposables,569564,2,NA
007304060868,Disposables,569568,8,x
007304060878,Disposables,569568,9,x
007308908679,Disposables,569999,5,NA
007308943679,Disposables,569999,7,NA
007311670838,Disposables,569565,1,NA
007311721838,Hardware,569212,4,NA
007311721868,Hardware,569212,10,NA
007312668679,Software,569967,10,NA
007312843868,Disposables,569601,3,NA
007313424679,Disposables,569983,1,NA
007313665868,Disposables,569601,7,NA
007317140679,Hardware,569611,6,NA
007321743679,Hardware,569471,9,NA
007327255868,Disposables,569564,9,NA
007327514679,Software,569967,9,NA
007340810868,Disposables,569251,2,NA
007341841679,Hardware,569471,1,NA
007341887679,Disposables,570226,3,NA
007341922679,Disposables,570226,10,NA
007341930679,Disposables,570226,9,NA
007341968679,Disposables,570226,1,NA
007342011679,Disposables,570226,3,NA
007342057679,Disposables,569983,6,NA
007342084679,Disposables,569983,6,NA
007344235868,Disposables,570331,2,NA
007344256868,Disposables,570331,5,NA
007344265868,Hardware,570321,8,NA
007344443679,Disposables,569374,10,NA
007347922679,Disposables,570226,4,NA
007347930679,Disposables,570226,1,NA
007347938679,Disposables,570226,1,NA
007347952679,Disposables,570226,8,NA
007349653679,Hardware,569261,2,NA
007355394679,Hardware,570221,2,NA
007355465679,Disposables,569421,3,NA
007356382679,Disposables,569999,10,NA
007356390679,Disposables,569999,6,NA
007356398679,Disposables,569999,5,NA
007356406679,Disposables,569999,1,NA
007356585679,Hardware,569471,9,NA
007359339839,Disposables,569562,7,NA
007359339868,Disposables,569562,6,NA
007359355839,Disposables,569562,3,NA
007359355868,Disposables,569562,4,NA
007359373839,Disposables,569562,1,NA
007359373868,Disposables,569562,8,NA
007359381839,Disposables,569562,4,NA
007359381868,Disposables,569562,3,NA
007359389839,Disposables,569562,6,NA
007359389868,Disposables,569562,4,NA
007359397839,Disposables,569562,3,NA
007359397868,Disposables,569562,2,NA
007360633679,Disposables,569802,6,NA
007361167679,Hardware,569792,5,NA
007362415868,Disposables,569564,4,NA
007363231868,Disposables,569567,4,x
007363239868,Disposables,569570,3,NA
007371278679,Software,569967,1,x
007373864679,Hardware,569471,3,NA
007374314679,Disposables,569421,9,NA
007375335868,Disposables,569562,9,NA
007375385868,Disposables,569562,1,NA
007375411868,Disposables,569562,5,NA
007375964679,Disposables,569421,6,NA
007376505838,Disposables,569565,4,NA
007376505868,Disposables,569565,3,NA
007376985679,Hardware,569471,2,NA
007381490679,Hardware,569471,1,NA
007385913679,Disposables,569803,5,NA
007391647679,Disposables,569983,10,NA
007392043679,Disposables,569983,7,NA
007392046679,Disposables,569983,9,NA
007392055679,Disposables,569983,3,NA
007392073679,Disposables,569983,3,NA
007392162679,Disposables,569983,9,NA
007393784679,Disposables,569374,4,NA
007393792679,Disposables,569374,2,NA
007393800679,Disposables,569374,8,NA
007394823679,Disposables,569983,3,NA
007394839679,Disposables,569983,7,NA
007396765679,Disposables,569374,4,NA
007397012868,Disposables,569567,6,NA
007397020868,Disposables,569567,6,NA
007397109868,Disposables,569565,7,NA
007398818868,Disposables,569569,2,NA
007400345838,Disposables,569567,1,x
007400616838,Disposables,569567,1,NA
007400965868,Disposables,569601,7,NA
007402119679,Hardware,569571,8,NA
007404016868,Disposables,569567,1,NA
007405005868,Disposables,570331,7,NA
007405023868,Disposables,570331,3,NA
007405031868,Disposables,570331,1,NA
007405104868,Disposables,570331,7,NA
007406422868,Disposables,569565,3,NA
007406430868,Disposables,569565,3,NA
007406519868,Disposables,569565,3,NA
007406527868,Disposables,569565,7,NA
007406724693,Hardware,570051,7,NA
007406724694,Hardware,570051,6,NA
007406724696,Hardware,570051,10,NA
007406724697,Hardware,570051,4,NA
007406724715,Hardware,570051,3,NA
007406724848,Hardware,570051,8,NA
007406724852,Hardware,570051,2,NA
007415688679,Disposables,569564,10,NA
007415696679,Disposables,569311,10,NA
007417831868,Hardware,570321,3,NA
007418857679,Software,569967,7,NA
007422166679,Disposables,569376,5,NA
007427654679,Disposables,569983,1,NA
007427662679,Disposables,569983,4,NA
007427670679,Disposables,569983,1,NA
007427678679,Disposables,569983,4,NA
007430882679,Software,570604,4,NA
007431755868,Disposables,569601,8,NA
007432380868,Disposables,569601,2,NA
007438018679,Hardware,570221,2,NA
007438312679,Disposables,569421,1,NA
007438990679,Disposables,569421,10,NA
007440796679,Hardware,569212,10,NA
007441892868,Disposables,569567,4,NA
007442167679,Software,569966,8,NA
007442265679,Software,569966,7,NA
007442299679,Software,569966,2,NA
007442351679,Software,569966,5,NA
007442367679,Software,569966,6,NA
007442410679,Software,569966,2,NA
007442418679,Software,569966,2,NA
007442426679,Software,569966,5,NA
007442435679,Software,569966,8,NA
007442448679,Software,569966,9,NA
007442456679,Software,569966,1,NA
007442465679,Software,569966,5,NA
007442483679,Software,569966,8,NA
007442491679,Software,569966,4,NA
007443886679,Software,569966,8,NA
007443937679,Software,569966,7,NA
007443951679,Software,569966,5,NA
007443959679,Software,569966,9,NA
007443967679,Software,569966,7,NA
007444002679,Software,569966,1,NA
007444362868,Disposables,569722,9,NA
007444395868,Disposables,569722,5,NA
007445816868,Disposables,569566,8,NA
007446440679,Disposables,569566,8,NA
007452805679,Disposables,569421,4,NA
007452839679,Software,569967,10,NA
007455190679,Hardware,569471,9,NA
007457315868,Disposables,570331,6,NA
007458027679,Disposables,569722,4,NA
007458321868,Hardware,570122,5,x
007459402679,Disposables,569722,8,NA
007459704679,Hardware,569611,7,NA
007459750679,Disposables,569601,9,NA
007459766679,Disposables,569601,6,NA
007459793679,Disposables,569601,9,NA
007459801679,Disposables,569601,5,NA
007459809679,Disposables,569601,10,NA
007459817679,Disposables,569601,5,NA
007459844679,Disposables,569601,5,NA
007459874679,Disposables,569601,4,NA
007460103868,Disposables,569565,4,NA
007460568679,Disposables,569601,5,NA
007460951679,Disposables,569601,7,NA
007460959679,Disposables,569601,10,NA
007461002679,Disposables,569601,4,NA
007461018679,Disposables,569601,7,NA
007461494868,Disposables,569401,6,NA
007462411868,Disposables,569281,5,NA
007462427868,Disposables,569281,9,NA
007462500868,Disposables,569422,5,NA
007462516868,Disposables,569422,1,NA
007465750679,Disposables,569722,4,NA
007466560838,Disposables,569570,4,NA
007466560868,Disposables,569570,10,NA
007466585868,Disposables,569570,5,NA
007466603868,Disposables,569570,2,NA
007466611868,Disposables,569570,5,NA
007466612600,Disposables,569570,2,NA
007467362679,Disposables,569421,7,NA
007470857679,Hardware,569611,6,NA
007472233679,Hardware,569971,1,NA
007472390868,Disposables,569601,3,NA
007476997679,Software,569966,8,NA
007477032679,Software,569966,7,NA
007477489679,Disposables,569433,1,NA
007478241868,Disposables,569562,7,NA
007478263868,Disposables,569562,5,NA
007478314868,Disposables,569562,2,NA
007478338868,Disposables,569562,2,NA
007478453868,Disposables,569562,4,NA
007478469679,Software,569966,6,NA
007487754679,Hardware,569571,2,NA
007487770679,Hardware,569571,7,NA
007487778679,Hardware,569571,7,NA
007488491679,Software,569966,6,NA
007488499679,Software,569966,10,NA
007488507679,Software,569966,7,NA
007488534679,Software,569966,1,NA
007488542679,Software,569966,9,NA
007488564679,Software,569966,3,NA
007488572679,Software,569966,9,NA
007488580679,Software,569966,8,NA
007488588679,Software,569966,2,NA
007488596679,Software,569966,2,NA
007488605679,Software,569966,7,NA
007488623679,Software,569966,9,NA
007488631679,Software,569966,2,NA
007488639679,Software,569966,7,NA
007488653679,Software,569966,2,NA
007488661679,Software,569966,1,NA
007488669679,Software,569966,6,NA
007488728679,Software,569966,3,NA
007488750679,Software,569966,4,NA
007488758679,Software,569966,6,NA
007488766679,Software,569966,10,NA
007488775679,Software,569966,10,NA
007488793679,Software,569966,9,NA
007488809679,Software,569966,1,NA
007488817679,Software,569966,2,NA
007488844679,Software,569966,1,NA
007488847679,Software,569966,4,NA
007488874679,Software,569966,2,NA
007488882679,Software,569966,2,NA
007488890679,Software,569966,6,NA
007488898679,Software,569966,8,NA
007488906679,Software,569966,7,NA
007488915679,Software,569966,8,NA
007488933679,Software,569966,7,NA
